Name: Jota do Barrio do Ceo - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-do-barrio-do-ceo/jota-do-barrio-do-ceo-partitura/@@display-file/midi/Jota%20do%20Barrio%20do%20Ceo.midi , File: 0.mid, Tracks: 2, Length: 27.2727 
Name: Jota de Arabexo - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-arabexo/jota-de-arabexo-partitura/@@display-file/midi/Jota%20de%20Arabexo.midi , File: 120.mid, Tracks: 1, Length: 256.62 
Name: Jota do Roxo - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-do-roxo/jota-do-roxo-partitura/@@display-file/midi/Jota%20do%20Roxo.midi , File: 121.mid, Tracks: 1, Length: 57.95 
Name: Jota de Lucas - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-lucas/jota-de-lucas-partitura/@@display-file/midi/Jota%20de%20Lucas.midi , File: 122.mid, Tracks: 1, Length: 112.62 
Name: Jota de Lucas - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-lucas/jota-de-lucas-partitura-1/@@display-file/midi/Jota%20de%20Lucas.midi , File: 123.mid, Tracks: 1, Length: 87.6544578 
Name: Jota de Ribeira de Piquín - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-ribeira-de-piquin/jota-de-ribeira-de-piquin-partitura/@@display-file/midi/Jota%20de%20Ribeira%20de%20Piqu%C3%ADn.midi , File: 124.mid, Tracks: 1, Length: 45.0 
Name: Jota de Gulpilleira - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-gulpilleira-1/jota-de-gulpilleira-partitura/@@display-file/midi/Jota%20de%20Gulpilleira.midi , File: 125.mid, Tracks: 1, Length: 67.3067508 
Name: Jota de Gulpilleira - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-gulpilleira/jota-de-gulpilleira-partitura/@@display-file/midi/Jota%20de%20Gulpilleira.midi , File: 126.mid, Tracks: 1, Length: 55.3067358 
Name: Jota de Vilar de Conforto - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-vilar-de-conforto/jota-de-vilar-de-conforto-partitura/@@display-file/midi/Jota%20de%20Vilar%20de%20Conforto.midi , File: 127.mid, Tracks: 1, Length: 51.756608 
Name: Jota Lucense - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-lucense/jota-lucense-partitura/@@display-file/midi/Jota%20Lucense.midi , File: 128.mid, Tracks: 1, Length: 86.714199 
Name: Jota Lucense v2 - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-lucense/jota-lucense-v2-partitura/@@display-file/midi/Jota%20Lucense%20v2.midi , File: 129.mid, Tracks: 1, Length: 55.9428991 
Name: Jota de Fontenla - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-fontenla/jota-de-fontenla-partitura/@@display-file/midi/Jota%20de%20Fontenla.midi , File: 130.mid, Tracks: 1, Length: 87.756668 
Name: Jota de Sofán - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-sofan/jota-de-sofan-partitura/@@display-file/midi/Jota.midi , File: 131.mid, Tracks: 1, Length: 101.4945846 
Name: Jota de Vilarmaior - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-vilarmaior/jota-de-vilarmaior-partitura/@@display-file/midi/Jota%20de%20Vilarmaior.midi , File: 132.mid, Tracks: 1, Length: 59.3142956 
Name: Jota de Recelle - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-recelle/jota-de-recelle-partitura/@@display-file/midi/Jota%20de%20Recelle.midi , File: 133.mid, Tracks: 2, Length: 82.1142036 
Name: Jota de Riomao - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-riomao/jota-de-riomao-partitura/@@display-file/midi/Jota%20de%20Riomao.midi , File: 134.mid, Tracks: 1, Length: 34.0799858 
Name: Jota de Biobrá - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-biobra/jota-de-biobra-partitura/@@display-file/midi/Jota%20de%20Biobr%C3%A1.midi , File: 135.mid, Tracks: 1, Length: 97.636266 
Name: Jota de Sabaxáns - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-sabaxans/jota-de-sabaxans-partitura/@@display-file/midi/Jota%20de%20Sabax%C3%A1ns.midi , File: 137.mid, Tracks: 1, Length: 30.5845848 
Name: Xota dos Carteiros - Partitura , Link: https://folkotecagalega.com/pezas/jotas/xota-dos-carteiros/xota-dos-carteiros-partitura/@@display-file/midi/Xota%20dos%20Carteiros.midi , File: 138.mid, Tracks: 1, Length: 69.1332642 
Name: Churrusqueira - Partitura , Link: https://folkotecagalega.com/pezas/jotas/churrusqueira/churrusqueira-partitura/@@display-file/midi/Churrusqueira.midi , File: 139.mid, Tracks: 1, Length: 33.1333002 
Name: Jota de Abadín - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-abadin/jota-de-abadin-partitura/@@display-file/midi/Jota%20de%20Abad%C3%ADn.midi , File: 140.mid, Tracks: 1, Length: 60.1230168 
Name: Jota de Neaño - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-neano/jota-de-neano-partitura/@@display-file/midi/Jota%20de%20Nea%C3%B1o.midi , File: 141.mid, Tracks: 1, Length: 30.5845848 
Name: Jota da Ponte de Outeiro - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-da-ponte-de-outeiro-1/jota-da-ponte-de-outeiro-partitura/@@display-file/midi/Jota%20da%20Ponte%20de%20Outeiro.midi , File: 142.mid, Tracks: 1, Length: 32.9666337 
Name: Jota de Pontevedra - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-pontevedra/jota-de-pontevedra-partitura/@@display-file/midi/Jota%20de%20Pontevedra.midi , File: 143.mid, Tracks: 1, Length: 25.1333082 
Name: Jota de Albite - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-albite-1/jota-de-albite-partitura/@@display-file/midi/Jota%20de%20Albite.midi , File: 144.mid, Tracks: 2, Length: 73.1332602 
Name: Jota de Forcarei - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-forcarei/jota-de-forcarei-partitura/@@display-file/midi/Jota%20de%20Forcarei.midi , File: 145.mid, Tracks: 2, Length: 84.1453704 
Name: Jota de Pontevedra - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-pontevedra-2/jota-de-pontevedra-partitura/@@display-file/midi/Jota%20de%20Pontevedra.midi , File: 146.mid, Tracks: 1, Length: 34.434708 
Name: Jota - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-3/jota-partitura/@@display-file/midi/Jota.midi , File: 147.mid, Tracks: 1, Length: 35.2571076 
Name: De Xermaña a Caión - Partitura , Link: https://folkotecagalega.com/pezas/jotas/de-xermana-a-caion/de-xermana-a-caion-partitura/@@display-file/midi/De%20Xerma%C3%B1a%20a%20Cai%C3%B3n.midi , File: 148.mid, Tracks: 1, Length: 32.9666337 
Name: Jota de Moia - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-moia-1/jota-de-moia-partitura/@@display-file/midi/Jota%20de%20Moia.midi , File: 149.mid, Tracks: 2, Length: 66.1332672 
Name: Jota de Moia - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-moia-1/jota-de-moia-partitura-1/@@display-file/midi/Jota%20de%20Moia.midi , File: 150.mid, Tracks: 1, Length: 33.1333002 
Name: Jota de Ferreiros - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-ferreiros/jota-de-ferreiros-partitura/@@display-file/midi/Jota%20de%20Ferreiros.midi , File: 151.mid, Tracks: 1, Length: 32.9666337 
Name: Jota de Ferreiros - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-ferreiros/copy_of_jota-de-ferreiros-partitura/@@display-file/midi/Jota%20de%20Ferreiros.midi , File: 152.mid, Tracks: 1, Length: 73.1332602 
Name: Jota de Albite - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-albite/jota-de-albite-partitura/@@display-file/midi/Jota%20de%20Albite.midi , File: 153.mid, Tracks: 1, Length: 32.9666337 
Name: Jota de Fonmaior - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-fonmaior/jota-de-fonmaior-partitura/@@display-file/midi/Jota%20de%20Fonmaior.midi , File: 154.mid, Tracks: 1, Length: 32.9666337 
Name: Jota - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-7/jota-partitura/@@display-file/midi/Jota.midi , File: 155.mid, Tracks: 1, Length: 33.1333162 
Name: Jota de Pontevedra - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-pontevedra-1/jota-de-pontevedra-partitura/@@display-file/midi/Jota%20de%20Pontevedra.midi , File: 156.mid, Tracks: 1, Length: 32.9666337 
Name: Jota - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-5/jota-partitura/@@display-file/midi/Jota.midi , File: 157.mid, Tracks: 1, Length: 35.217315 
Name: Jota - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-10/jota-partitura/@@display-file/midi/Jota.midi , File: 158.mid, Tracks: 2, Length: 75.1332582 
Name: Jota de Friol - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-friol/jota-de-friol-partitura/@@display-file/midi/Jota%20de%20Friol.midi , File: 159.mid, Tracks: 2, Length: 99.3 
Name: Jota de Negreira - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-negreira/jota-de-negreira-partitura/@@display-file/midi/Jota%20de%20Negreira.midi , File: 160.mid, Tracks: 2, Length: 243.1332322 
Name: Potpourri de Paradela - Partitura , Link: https://folkotecagalega.com/pezas/jotas/potpourri-de-paradela/potpourri-de-paradela-partitura/@@display-file/midi/Potpourri%20de%20Paradela.midi , File: 161.mid, Tracks: 2, Length: 97.2 
Name: Jota de José - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-jose/jota-de-jose-partitura/@@display-file/midi/Jota%20de%20Jos%C3%A9.midi , File: 162.mid, Tracks: 2, Length: 97.2 
Name: Jota de San Adrián de Cobres - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-san-adrian-de-cobres/jota-de-san-adrian-de-cobres-partitura/@@display-file/midi/Jota%20de%20San%20Adri%C3%A1n%20de%20Cobres.midi , File: 163.mid, Tracks: 1, Length: 32.2 
Name: Jota de Foxado - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-foxado/jota-de-foxado-partitura/@@display-file/midi/Jota%20de%20Foxado.midi , File: 164.mid, Tracks: 1, Length: 65.755703475 
Name: Jota da Mahía - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-da-mahia/jota-da-mahia-partitura/@@display-file/midi/Jota%20da%20Mah%C3%ADa.midi , File: 165.mid, Tracks: 1, Length: 30.6461232 
Name: Río de Anxo - Partitura , Link: https://folkotecagalega.com/pezas/jotas/rio-de-anxo/rio-de-anxo-partitura/@@display-file/midi/R%C3%ADo%20de%20Anxo.midi , File: 166.mid, Tracks: 2, Length: 90.6460632 
Name: A Barquiña - Partitura , Link: https://folkotecagalega.com/pezas/jotas/a-barquina/a-barquina-partitura/@@display-file/midi/A%20Barqui%C3%B1a.midi , File: 168.mid, Tracks: 1, Length: 47.739027 
Name: Jota das Nogais - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-das-nogais/jota-das-nogais-partitura/@@display-file/midi/Jota%20das%20Nogais.midi , File: 169.mid, Tracks: 2, Length: 99.3 
Name: Jota de Pontevedra - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-pontevedra-5/jota-de-pontevedra-partitura/@@display-file/midi/Jota%20de%20Pontevedra.midi , File: 170.mid, Tracks: 1, Length: 30.9333488 
Name: Danzarica - Partitura , Link: https://folkotecagalega.com/pezas/jotas/danzarica/danzarica-partitura/@@display-file/midi/Danzarica.midi , File: 171.mid, Tracks: 2, Length: 86.9333768 
Name: Jota de Rugueira - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-rugueira/jota-de-rugueira-partitura/@@display-file/midi/Jota%20de%20Rugueira.midi , File: 172.mid, Tracks: 2, Length: 150.24 
Name: Jota de Pontevedra - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-pontevedra-3/jota-de-pontevedra-partitura/@@display-file/midi/Jota%20de%20Pontevedra.midi , File: 173.mid, Tracks: 2, Length: 274.64125 
Name: De Marín a Vigo - Partitura , Link: https://folkotecagalega.com/pezas/jotas/de-marin-a-vigo/de-marin-a-vigo-partitura/@@display-file/midi/De%20Mar%C3%ADn%20a%20Vigo.midi , File: 174.mid, Tracks: 2, Length: 117.12 
Name: Jota de Paulino - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-paulino/jota-de-paulino-partitura/@@display-file/midi/Jota%20de%20Paulino.midi , File: 175.mid, Tracks: 2, Length: 108.12 
Name: Na Ribeira de Piquín - Partitura , Link: https://folkotecagalega.com/pezas/jotas/na-ribeira-de-piquin/na-ribeira-de-piquin-partitura/@@display-file/midi/Na%20Ribeira%20de%20Piqu%C3%ADn.midi , File: 176.mid, Tracks: 2, Length: 117.12 
Name: Jota de Outeiro - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-outeiro/jota-de-outeiro-partitura/@@display-file/midi/Jota%20de%20Outeiro.midi , File: 177.mid, Tracks: 2, Length: 123.2840256 
Name: Jota - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota/jota-partitura/@@display-file/midi/Jota.midi , File: 178.mid, Tracks: 1, Length: 117.8117058 
Name: Jota de Portomarín - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-portomarin/jota-de-portomarin-partitura/@@display-file/midi/Jota%20de%20Portomar%C3%ADn.midi , File: 179.mid, Tracks: 1, Length: 60.75 
Name: Aires de Carnaval - Partitura , Link: https://folkotecagalega.com/pezas/jotas/aires-de-carnaval/aires-de-carnaval-partitura/@@display-file/midi/Aires%20de%20Carnaval.midi , File: 180.mid, Tracks: 2, Length: 145.92 
Name: A Xeitosa - Partitura , Link: https://folkotecagalega.com/pezas/jotas/a-xeitosa/a-xeitosa-partitura/@@display-file/midi/A%20Xeitosa.midi , File: 181.mid, Tracks: 2, Length: 96.3175989 
Name: Jota - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-11/jota-partitura/@@display-file/midi/Jota.midi , File: 182.mid, Tracks: 1, Length: 113.3715136 
Name: Jota dos de Maderne - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-dos-de-maderne/jota-dos-de-maderne-partitura/@@display-file/midi/Jota%20dos%20de%20Maderne.midi , File: 183.mid, Tracks: 1, Length: 71.90625 
Name: Jota - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-28/jota-partitura/@@display-file/midi/Jota.midi , File: 184.mid, Tracks: 2, Length: 162.9881538 
Name: Jota Valseada - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-valseada-2/jota-valseada-partitura/@@display-file/midi/Jota%20Valseada.midi , File: 185.mid, Tracks: 2, Length: 131.3715271 
Name: Jota de Carelle - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-carelle/jota-de-carelle-partitura/@@display-file/midi/Jota%20de%20Carelle.midi , File: 186.mid, Tracks: 2, Length: 324.1711044 
Name: Jota de Pontevedra - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-pontevedra-4/jota-de-pontevedra-partitura/@@display-file/midi/Jota%20de%20Pontevedra.midi , File: 187.mid, Tracks: 1, Length: 176.1027314 
Name: Jota de Berdoias - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-berdoias/jota-de-berdoias-partitura/@@display-file/midi/Jota%20de%20Berdoias.midi , File: 188.mid, Tracks: 1, Length: 128.2587594 
Name: Jota de Lugo - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-lugo/jota-de-lugo-partitura/@@display-file/midi/Jota%20de%20Lugo.midi , File: 189.mid, Tracks: 2, Length: 189.6519378 
Name: Jota de Moia - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-moia/jota-de-moia-partitura/@@display-file/midi/Jota%20de%20Moia.midi , File: 190.mid, Tracks: 2, Length: 102.0 
Name: Jota de Vilar - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-vilar/jota-de-vilar-partitura/@@display-file/midi/Jota%20de%20Vilar.midi , File: 191.mid, Tracks: 1, Length: 87.54 
Name: Jota de Montrove - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-montrove/jota-de-montrove-partitura/@@display-file/midi/Jota%20de%20Montrove.midi , File: 192.mid, Tracks: 2, Length: 358.44 
Name: Jota da Ponte de Outeiro - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-da-ponte-de-outeiro/jota-da-ponte-de-outeiro-partitura/@@display-file/midi/Jota%20da%20Ponte%20de%20Outeiro.midi , File: 193.mid, Tracks: 1, Length: 145.60921225 
Name: Jota de Cabana - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-cabana/jota-de-cabana-partitura/@@display-file/midi/Jota%20de%20Cabana.midi , File: 194.mid, Tracks: 2, Length: 131.8636012 
Name: Jota da Guia - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-da-guia/jota-da-guia-partitura/@@display-file/midi/Jota%20da%20Guia.midi , File: 195.mid, Tracks: 1, Length: 67.999932 
Name: Jota de Son - Partitura , Link: https://folkotecagalega.com/pezas/jotas/jota-de-son/jota-de-son-partitura/@@display-file/midi/Jota%20de%20Son.midi , File: 196.mid, Tracks: 1, Length: 60.6352638 
Name: Alborada da Lanzada , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0002.mid , File: 197.mid, Tracks: 2, Length: 95.36 
Name: Danza de Entroido de Santo Hadrián de Cobres , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0051.mid , File: 198.mid, Tracks: 2, Length: 88.336722 
Name: Vira o pé (danza) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0024.mid , File: 199.mid, Tracks: 1, Length: 165.8141199 
Name: De Ruada (foliada) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0038.mid , File: 200.mid, Tracks: 1, Length: 120.9665457 
Name: Foliada de Luxán , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0032.mid , File: 201.mid, Tracks: 2, Length: 40.90905 
Name: Foliada de Portosín , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0039.mid , File: 202.mid, Tracks: 1, Length: 102.8470074 
Name: Foliada de San Cibrán , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0034.mid , File: 203.mid, Tracks: 1, Length: 38.96 
Name: Foliada do repertorio dos Areeiras , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0035.mid , File: 204.mid, Tracks: 2, Length: 94.0284774 
Name: Heicho de dar, queridiña (foliada) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0012.mid , File: 205.mid, Tracks: 1, Length: 101.0770848 
Name: A xeitosa (jota galega) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0013.mid , File: 206.mid, Tracks: 1, Length: 30.8837024 
Name: Jota da Ponte de Outeiro (2) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0052.mid , File: 207.mid, Tracks: 1, Length: 30.8837024 
Name: Jota de Boimorto , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0046.mid , File: 208.mid, Tracks: 1, Length: 172.3085451 
Name: Jota de Cures , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0064.mid , File: 209.mid, Tracks: 1, Length: 93.9665727 
Name: Jota de Espiñarcao , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0044.mid , File: 210.mid, Tracks: 2, Length: 170.07 
Name: Jota de Ferreira de Pantón , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0058.mid , File: 211.mid, Tracks: 1, Length: 104.34 
Name: Jota de Guitizá , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0072.mid , File: 212.mid, Tracks: 2, Length: 45.1363185 
Name: Jota de Neaño , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0050.mid , File: 213.mid, Tracks: 1, Length: 155.7427014 
Name: Jota de Santiago de Miraz , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0055.mid , File: 214.mid, Tracks: 1, Length: 50.3825 
Name: Jota de Tui , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0040.mid , File: 215.mid, Tracks: 1, Length: 136.0284354 
Name: Jota do Saviñao , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0063.mid , File: 216.mid, Tracks: 2, Length: 54.2912368 
Name: Marcha de Riotorto , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0048.mid , File: 217.mid, Tracks: 2, Length: 145.0234569 
Name: A Balastreira (mazurca galega) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0005.mid , File: 218.mid, Tracks: 2, Length: 87.8470149 
Name: Mazurca de Espiñarcao , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0043.mid , File: 219.mid, Tracks: 1, Length: 29.2571136 
Name: Mazurca galega do repertorio dos Areeiras e dos
    Rosales , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/pdf/0036.mid , File: 220.mid, Tracks: 1, Length: 84.16 
Name: Moliñeira das Nogais , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0045.mid , File: 221.mid, Tracks: 2, Length: 56.36 
Name: Muiñeira , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0065.mid , File: 222.mid, Tracks: 2, Length: 169.52 
Name: Muiñeira da Ponte de Outeiro , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0060.mid , File: 223.mid, Tracks: 1, Length: 81.3 
Name: Muiñeira de Boimorto , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0047.mid , File: 224.mid, Tracks: 1, Length: 45.1363185 
Name: Muiñeira de Ferreira de Pantón , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0059.mid , File: 225.mid, Tracks: 1, Length: 93.2289716 
Name: Muiñeira de Gonte , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0068.mid , File: 226.mid, Tracks: 1, Length: 71.1544743 
Name: Muiñeira de Guitizá , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0071.mid , File: 227.mid, Tracks: 1, Length: 34.2285372 
Name: Muiñeira de Monterrei , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0007.mid , File: 228.mid, Tracks: 2, Length: 104.7881829 
Name: Muiñeira de Santa María de Oleiros , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0074.mid , File: 229.mid, Tracks: 2, Length: 34.1311282 
Name: Muiñeira de Santiago de Miraz , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0056.mid , File: 230.mid, Tracks: 2, Length: 129.3175824 
Name: Muiñeira de Sexo , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0070.mid , File: 231.mid, Tracks: 1, Length: 29.697864 
Name: Muiñeira de Vilanova , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0006.mid , File: 232.mid, Tracks: 1, Length: 82.02 
Name: Muiñeira de Vilantime , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0067.mid , File: 233.mid, Tracks: 2, Length: 75.3176094 
Name: Muiñeira de Villaverde , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0066.mid , File: 234.mid, Tracks: 1, Length: 27.495698 
Name: Muiñeira do Castrillón , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0054.mid , File: 235.mid, Tracks: 1, Length: 33.157845 
Name: Muiñeira do repertorio dos Cinco de Galicia (1) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0075.mid , File: 236.mid, Tracks: 2, Length: 71.1924216 
Name: Muiñeira do repertorio dos Cinco de Galicia (2) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0076.mid , File: 237.mid, Tracks: 1, Length: 88.9306323 
Name: Muiñeira do Saviñao , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0062.mid , File: 238.mid, Tracks: 1, Length: 143.94 
Name: Muiñeira dos Dezas , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0069.mid , File: 239.mid, Tracks: 1, Length: 117.5454232 
Name: Xa non te quero (muiñeira) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0018.mid , File: 240.mid, Tracks: 2, Length: 105.4908036 
Name: Na eira (pasacorredoiras) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0015.mid , File: 241.mid, Tracks: 2, Length: 96.8665698 
Name: A volta da festa , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0011.mid , File: 242.mid, Tracks: 2, Length: 59.1503922 
Name: Pasodoble corrido do repertorio dos Campaneiros , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0028.mid , File: 243.mid, Tracks: 1, Length: 123.4907856 
Name: Pasodoble corrido do repertorio dos Campaneiros , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0028.mid , File: 244.mid, Tracks: 1, Length: 84.8284866 
Name: Pasodoble de Meira , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0041.mid , File: 245.mid, Tracks: 1, Length: 50.6856816 
Name: Pasodoble de Pol , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0001.mid , File: 246.mid, Tracks: 1, Length: 57.6314925 
Name: Pasodoble de Santaia de Madelos , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0057.mid , File: 247.mid, Tracks: 2, Length: 131.6998683 
Name: Pasodoble de Sobrado dos Monxes , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0037.mid , File: 248.mid, Tracks: 1, Length: 104.227827 
Name: A carrasqueira (polka galega) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0016.mid , File: 249.mid, Tracks: 1, Length: 112.25722705 
Name: A pequerrecha (polka galega) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0021.mid , File: 250.mid, Tracks: 2, Length: 116.526141 
Name: Polka da Ponte de Outeiro , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0061.mid , File: 251.mid, Tracks: 2, Length: 168.2 
Name: Polka galega do repertorio dos Areeiras , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0014.mid , File: 252.mid, Tracks: 1, Length: 187.411671 
Name: Polka galega do repertorio dos Campaneiros , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0008.mid , File: 253.mid, Tracks: 1, Length: 130.56 
Name: Aires de carnaval , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0022.mid , File: 254.mid, Tracks: 2, Length: 102.705831 
Name: Aire de valse , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0017.mid , File: 255.mid, Tracks: 2, Length: 87.2665794 
Name: Valse galego do repertorio dos Areeiras , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0033.mid , File: 256.mid, Tracks: 2, Length: 152.6116884 
Name: Valse galego do repertorio dos Campaneiros (1) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0019.mid , File: 257.mid, Tracks: 1, Length: 38.6841525 
Name: Valse galego do repertorio dos Campaneiros (2) , Link: http://perso.wanadoo.es/marco.velez/repertor/pezas/midi/0020.mid , File: 258.mid, Tracks: 1, Length: 58.78213805 
